Year,Country,GDP per capita (current US$),"Life expectancy at birth, total (years)","Population, total",Country Code,Region,Income Group,Lending Type
2020,Russian Federation,10194.44140625,71.3387804878049,144073139.0,RUS,Europe & Central Asia,Upper middle income,IBRD
2021,Russian Federation,12532.05078125,69.3612195121951,144130482.0,RUS,Europe & Central Asia,Upper middle income,IBRD
2022,Russian Federation,15270.7060546875,,144236933.0,RUS,Europe & Central Asia,Upper middle income,IBRD
2004,Rwanda,270.323307927217,55.491,8791853.0,RWA,Sub-Saharan Africa ,Low income,IDA
2005,Rwanda,325.050066322768,57.316,9026299.0,RWA,Sub-Saharan Africa ,Low income,IDA
2006,Rwanda,358.13922674387,58.714,9270066.0,RWA,Sub-Saharan Africa ,Low income,IDA
2007,Rwanda,427.457146851438,59.965,9523168.0,RWA,Sub-Saharan Africa ,Low income,IDA
2008,Rwanda,529.567594997793,61.134,9781996.0,RWA,Sub-Saharan Africa ,Low income,IDA
2009,Rwanda,565.018681122182,61.958,10043737.0,RWA,Sub-Saharan Africa ,Low income,IDA
2010,Rwanda,594.160254467019,62.54,10309031.0,RWA,Sub-Saharan Africa ,Low income,IDA
2011,Rwanda,650.991484187704,63.261,10576932.0,RWA,Sub-Saharan Africa ,Low income,IDA
2012,Rwanda,706.202003531135,64.009,10840334.0,RWA,Sub-Saharan Africa ,Low income,IDA
2013,Rwanda,704.485625539362,64.426,11101350.0,RWA,Sub-Saharan Africa ,Low income,IDA
2014,Rwanda,724.792350347061,64.94,11368451.0,RWA,Sub-Saharan Africa ,Low income,IDA
2015,Rwanda,733.887472832132,65.298,11642959.0,RWA,Sub-Saharan Africa ,Low income,IDA
2016,Rwanda,728.869618913457,65.737,11930899.0,RWA,Sub-Saharan Africa ,Low income,IDA
2017,Rwanda,756.547641107379,65.941,12230339.0,RWA,Sub-Saharan Africa ,Low income,IDA
2018,Rwanda,768.943661203909,66.251,12531808.0,RWA,Sub-Saharan Africa ,Low income,IDA
2019,Rwanda,806.100820273159,66.437,12835028.0,RWA,Sub-Saharan Africa ,Low income,IDA
2020,Rwanda,773.773260850509,66.774,13146362.0,RWA,Sub-Saharan Africa ,Low income,IDA
2021,Rwanda,821.171394808138,66.072,13461888.0,RWA,Sub-Saharan Africa ,Low income,IDA
2022,Rwanda,966.232071361993,,13776698.0,RWA,Sub-Saharan Africa ,Low income,IDA
2004,Samoa,2168.02818637954,71.696,188073.0,WSM,East Asia & Pacific,Lower middle income,IDA
2005,Samoa,2527.76283841797,71.754,188626.0,WSM,East Asia & Pacific,Lower middle income,IDA
2006,Samoa,2639.80566895345,72.021,189379.0,WSM,East Asia & Pacific,Lower middle income,IDA
2007,Samoa,3011.10080866752,72.1,190478.0,WSM,East Asia & Pacific,Lower middle income,IDA
2008,Samoa,3344.05455878019,72.155,191787.0,WSM,East Asia & Pacific,Lower middle income,IDA
2009,Samoa,3250.95309678248,70.066,193176.0,WSM,East Asia & Pacific,Lower middle income,IDA
2010,Samoa,3494.39522455198,72.249,194672.0,WSM,East Asia & Pacific,Lower middle income,IDA
2011,Samoa,3789.62699537622,72.26,196351.0,WSM,East Asia & Pacific,Lower middle income,IDA
2012,Samoa,3902.31199231566,72.167,198124.0,WSM,East Asia & Pacific,Lower middle income,IDA
2013,Samoa,3989.89859047662,72.391,199939.0,WSM,East Asia & Pacific,Lower middle income,IDA
2014,Samoa,3948.72802229336,72.463,201757.0,WSM,East Asia & Pacific,Lower middle income,IDA
2015,Samoa,4048.46711296568,72.515,203571.0,WSM,East Asia & Pacific,Lower middle income,IDA
2016,Samoa,4105.8109051951,72.54,205544.0,WSM,East Asia & Pacific,Lower middle income,IDA
2017,Samoa,4261.64034322214,72.59,207630.0,WSM,East Asia & Pacific,Lower middle income,IDA
2018,Samoa,4189.05219052051,72.636,209701.0,WSM,East Asia & Pacific,Lower middle income,IDA
2019,Samoa,4308.3007294066,72.157,211905.0,WSM,East Asia & Pacific,Lower middle income,IDA
2020,Samoa,4042.72275154324,72.768,214929.0,WSM,East Asia & Pacific,Lower middle income,IDA
2021,Samoa,3857.68974206459,72.767,218764.0,WSM,East Asia & Pacific,Lower middle income,IDA
2022,Samoa,3745.56036746313,,222382.0,WSM,East Asia & Pacific,Lower middle income,IDA
2004,San Marino,59249.6476815729,,29093.0,SMR,Europe & Central Asia,High income,Not classified
2005,San Marino,60520.7920361111,,29508.0,SMR,Europe & Central Asia,High income,Not classified
2006,San Marino,63692.6167681957,,29959.0,SMR,Europe & Central Asia,High income,Not classified
2007,San Marino,71970.0587250442,,30372.0,SMR,Europe & Central Asia,High income,Not classified
2008,San Marino,77962.1439875871,,30700.0,SMR,Europe & Central Asia,High income,Not classified
2009,San Marino,66200.6729727817,,31059.0,SMR,Europe & Central Asia,High income,Not classified
2010,San Marino,59516.3233988223,,31608.0,SMR,Europe & Central Asia,High income,Not classified
2011,San Marino,55815.2852611454,,32495.0,SMR,Europe & Central Asia,High income,Not classified
2012,San Marino,48433.5702995685,,33132.0,SMR,Europe & Central Asia,High income,Not classified
2013,San Marino,50435.3673298211,,33285.0,SMR,Europe & Central Asia,High income,Not classified
2014,San Marino,50133.6065243359,,33389.0,SMR,Europe & Central Asia,High income,Not classified
2015,San Marino,42281.8112549264,,33570.0,SMR,Europe & Central Asia,High income,Not classified
2016,San Marino,43398.4285257227,,33834.0,SMR,Europe & Central Asia,High income,Not classified
2017,San Marino,44885.517837773,,34056.0,SMR,Europe & Central Asia,High income,Not classified
2018,San Marino,48464.5246477919,,34156.0,SMR,Europe & Central Asia,High income,Not classified
2019,San Marino,47287.3983948633,,34178.0,SMR,Europe & Central Asia,High income,Not classified
2020,San Marino,45321.4892226161,,34007.0,SMR,Europe & Central Asia,High income,Not classified
2021,San Marino,54982.451714817,,33745.0,SMR,Europe & Central Asia,High income,Not classified
2022,San Marino,,,33660.0,SMR,Europe & Central Asia,High income,Not classified
2004,Sao Tome and Principe,726.597740707697,63.731,157697.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2005,Sao Tome and Principe,843.955111272836,63.709,161680.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2006,Sao Tome and Principe,861.518202332935,64.398,165725.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2007,Sao Tome and Principe,878.135469920286,64.724,169845.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2008,Sao Tome and Principe,1080.55656768454,65.079,174004.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2009,Sao Tome and Principe,1126.53858479155,65.116,178128.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2010,Sao Tome and Principe,1043.28142666295,65.249,182138.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2011,Sao Tome and Principe,1217.21206404444,64.902,186044.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2012,Sao Tome and Principe,1207.70070239994,65.746,189924.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2013,Sao Tome and Principe,1378.23019340903,66.328,193757.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2014,Sao Tome and Principe,1484.17010509944,66.845,197497.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2015,Sao Tome and Principe,1292.73305546523,67.249,201124.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2016,Sao Tome and Principe,1428.25790783907,67.492,204632.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2017,Sao Tome and Principe,1547.82270967205,68.267,208036.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2018,Sao Tome and Principe,1815.60549545058,68.355,211344.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2019,Sao Tome and Principe,1924.40814952173,68.523,214599.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2020,Sao Tome and Principe,2155.26586782508,67.785,218641.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2021,Sao Tome and Principe,2350.45270097134,67.591,223107.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2022,Sao Tome and Principe,2386.6961758184,,227380.0,STP,Sub-Saharan Africa ,Lower middle income,IDA
2004,Saudi Arabia,10935.0165899837,74.153,23661808.0,SAU,Middle East & North Africa,High income,Not classified
2005,Saudi Arabia,13462.7630489265,74.588,24397644.0,SAU,Middle East & North Africa,High income,Not classified
2006,Saudi Arabia,14848.6020580308,74.81,25382870.0,SAU,Middle East & North Africa,High income,Not classified
2007,Saudi Arabia,15756.193622653,75.046,26400068.0,SAU,Middle East & North Africa,High income,Not classified
2008,Saudi Arabia,18944.8573494363,75.274,27437353.0,SAU,Middle East & North Africa,High income,Not classified
2009,Saudi Arabia,15064.6312806896,75.431,28483797.0,SAU,Middle East & North Africa,High income,Not classified
2010,Saudi Arabia,17958.9478313331,75.763,29411929.0,SAU,Middle East & North Africa,High income,Not classified
2011,Saudi Arabia,22441.571143891,76.234,30150945.0,SAU,Middle East & North Africa,High income,Not classified
2012,Saudi Arabia,24069.2033148131,76.461,30821543.0,SAU,Middle East & North Africa,High income,Not classified
2013,Saudi Arabia,23945.5123106892,76.626,31482498.0,SAU,Middle East & North Africa,High income,Not classified
2014,Saudi Arabia,23862.8011860096,76.757,32125564.0,SAU,Middle East & North Africa,High income,Not classified
2015,Saudi Arabia,20442.3660631613,76.918,32749848.0,SAU,Middle East & North Africa,High income,Not classified
2016,Saudi Arabia,19930.407543816,77.064,33416270.0,SAU,Middle East & North Africa,High income,Not classified
2017,Saudi Arabia,20910.4829617971,77.16,34193122.0,SAU,Middle East & North Africa,High income,Not classified
2018,Saudi Arabia,24175.5833140113,77.212,35018133.0,SAU,Middle East & North Africa,High income,Not classified
2019,Saudi Arabia,23405.7060995766,77.304,35827362.0,SAU,Middle East & North Africa,High income,Not classified
2020,Saudi Arabia,20398.0609870951,76.239,35997107.0,SAU,Middle East & North Africa,High income,Not classified
2021,Saudi Arabia,24315.6185511873,76.936,35950396.0,SAU,Middle East & North Africa,High income,Not classified
2022,Saudi Arabia,30447.8837074473,,36408820.0,SAU,Middle East & North Africa,High income,Not classified
2004,Senegal,941.873792468596,60.027,10698691.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2005,Senegal,1003.18719302616,60.915,10974057.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2006,Senegal,1038.57909197327,61.75,11263387.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2007,Senegal,1210.16749782982,62.543,11563869.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2008,Senegal,1419.5309032462,63.242,11872929.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2009,Senegal,1323.9712258938,63.923,12195029.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2010,Senegal,1286.60496647046,64.615,12530121.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2011,Senegal,1383.53911649626,65.262,12875880.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2012,Senegal,1334.72591526235,65.457,13231833.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2013,Senegal,1391.5321896037,66.072,13595566.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2014,Senegal,1417.094987474,66.452,13970308.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2015,Senegal,1238.12639978389,66.879,14356181.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2016,Senegal,1290.74997126951,67.497,14751356.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2017,Senegal,1385.1992136057,67.75,15157793.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2018,Senegal,1484.22707035644,68.097,15574909.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2019,Senegal,1462.67835252138,68.526,16000781.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2020,Senegal,1492.47590293523,68.006,16436120.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2021,Senegal,1633.56011890357,67.093,16876720.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2022,Senegal,1598.72643336012,,17316449.0,SEN,Sub-Saharan Africa ,Lower middle income,IDA
2004,Serbia,3502.80292389567,72.6829268292683,7463157.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2005,Serbia,3720.47915467431,72.8341463414634,7440769.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2006,Serbia,4382.61727851692,73.3853658536585,7411569.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2007,Serbia,5848.47640545105,73.6317073170732,7381579.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2008,Serbia,7101.04014116862,73.8853658536585,7350222.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2009,Serbia,6169.11419477823,73.9853658536585,7320807.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2010,Serbia,5735.42285659849,74.3365853658537,7291436.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2011,Serbia,6809.15980400146,74.5365853658537,7234099.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2012,Serbia,6015.94522756969,74.8365853658537,7199077.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2013,Serbia,6755.07367461629,75.1853658536585,7164132.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2014,Serbia,6600.05621129155,75.3365853658537,7130576.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2015,Serbia,5588.9794435877,75.2878048780488,7095383.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2016,Serbia,5765.20335248009,75.6878048780488,7058322.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2017,Serbia,6292.5465490011,75.5390243902439,7020858.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2018,Serbia,7252.40366767165,75.890243902439,6982604.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2019,Serbia,7417.20660836868,75.9365853658537,6945235.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2020,Serbia,7733.80346893763,74.4780487804878,6899126.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2021,Serbia,9232.96160604855,72.7307317073171,6834326.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2022,Serbia,9537.68286673128,,6664449.0,SRB,Europe & Central Asia,Upper middle income,IBRD
2004,Seychelles,10827.671636033,72.6609756097561,82475.0,SYC,Sub-Saharan Africa ,High income,IBRD
2005,Seychelles,11802.1118276833,72.1317073170732,82858.0,SYC,Sub-Saharan Africa ,High income,IBRD
2006,Seychelles,12782.9938926475,72.2170731707317,84600.0,SYC,Sub-Saharan Africa ,High income,IBRD
2007,Seychelles,12669.3026687222,73.1439024390244,85033.0,SYC,Sub-Saharan Africa ,High income,IBRD
2008,Seychelles,11265.4376270005,73.1634146341463,86956.0,SYC,Sub-Saharan Africa ,High income,IBRD
2009,Seychelles,9748.95584191501,73.0829268292683,87298.0,SYC,Sub-Saharan Africa ,High income,IBRD
2010,Seychelles,10938.1527643413,73.1975609756098,89770.0,SYC,Sub-Saharan Africa ,High income,IBRD
2011,Seychelles,12113.881722186,72.7243902439024,87441.0,SYC,Sub-Saharan Africa ,High income,IBRD
2012,Seychelles,12342.5102824514,74.2756097560976,88303.0,SYC,Sub-Saharan Africa ,High income,IBRD
2013,Seychelles,14729.6266228185,73.119512195122,89949.0,SYC,Sub-Saharan Africa ,High income,IBRD
2014,Seychelles,15188.1746751096,73.2292682926829,91359.0,SYC,Sub-Saharan Africa ,High income,IBRD
2015,Seychelles,14894.4857827096,74.2951219512195,93419.0,SYC,Sub-Saharan Africa ,High income,IBRD
2016,Seychelles,15409.8046337211,74.309756097561,94677.0,SYC,Sub-Saharan Africa ,High income,IBRD
2017,Seychelles,15961.2436308497,74.3,95843.0,SYC,Sub-Saharan Africa ,High income,IBRD
2018,Seychelles,16411.9211174277,72.8414634146341,96762.0,SYC,Sub-Saharan Africa ,High income,IBRD
2019,Seychelles,16851.1197648771,74.0463414634146,97625.0,SYC,Sub-Saharan Africa ,High income,IBRD
2020,Seychelles,12020.021064317,77.2365853658537,98462.0,SYC,Sub-Saharan Africa ,High income,IBRD
2021,Seychelles,12963.0589802139,73.3975609756097,99258.0,SYC,Sub-Saharan Africa ,High income,IBRD
2022,Seychelles,13250.4558332375,,119878.0,SYC,Sub-Saharan Africa ,High income,IBRD
2004,Sierra Leone,258.473168803963,47.577,5533329.0,SLE,Sub-Saharan Africa ,Low income,IDA
2005,Sierra Leone,286.28590628988,48.237,5683334.0,SLE,Sub-Saharan Africa ,Low income,IDA
2006,Sierra Leone,320.514410808579,49.323,5809774.0,SLE,Sub-Saharan Africa ,Low income,IDA
2007,Sierra Leone,358.077315538609,50.365,5939163.0,SLE,Sub-Saharan Africa ,Low income,IDA
2008,Sierra Leone,402.553405463525,51.526,6090860.0,SLE,Sub-Saharan Africa ,Low income,IDA
2009,Sierra Leone,386.433868490557,52.626,6259842.0,SLE,Sub-Saharan Africa ,Low income,IDA
2010,Sierra Leone,400.540743708337,53.693,6436698.0,SLE,Sub-Saharan Africa ,Low income,IDA
2011,Sierra Leone,443.451842171273,54.62,6612385.0,SLE,Sub-Saharan Africa ,Low income,IDA
2012,Sierra Leone,558.179723315125,55.451,6788587.0,SLE,Sub-Saharan Africa ,Low income,IDA
2013,Sierra Leone,706.452681507398,56.313,6964859.0,SLE,Sub-Saharan Africa ,Low income,IDA
2014,Sierra Leone,702.338587730146,56.393,7140688.0,SLE,Sub-Saharan Africa ,Low income,IDA
2015,Sierra Leone,581.293411814954,57.189,7314773.0,SLE,Sub-Saharan Africa ,Low income,IDA
2016,Sierra Leone,515.447839602837,58.404,7493913.0,SLE,Sub-Saharan Africa ,Low income,IDA
2017,Sierra Leone,484.456128767591,58.652,7677565.0,SLE,Sub-Saharan Africa ,Low income,IDA
2018,Sierra Leone,519.649963861622,59.796,7861281.0,SLE,Sub-Saharan Africa ,Low income,IDA
2019,Sierra Leone,506.606913779078,60.255,8046828.0,SLE,Sub-Saharan Africa ,Low income,IDA
2020,Sierra Leone,493.432240551423,59.763,8233970.0,SLE,Sub-Saharan Africa ,Low income,IDA
2021,Sierra Leone,504.621287621531,60.062,8420641.0,SLE,Sub-Saharan Africa ,Low income,IDA
2022,Sierra Leone,475.795727844622,,8605718.0,SLE,Sub-Saharan Africa ,Low income,IDA
2004,Singapore,27608.080013423,79.490243902439,4166664.0,SGP,East Asia & Pacific,High income,Not classified
2005,Singapore,29961.3172812732,79.990243902439,4265762.0,SGP,East Asia & Pacific,High income,Not classified
2006,Singapore,33768.4528234651,80.1414634146341,4401365.0,SGP,East Asia & Pacific,High income,Not classified
2007,Singapore,39432.8860198877,80.4414634146342,4588599.0,SGP,East Asia & Pacific,High income,Not classified
2008,Singapore,40008.5720489092,80.790243902439,4839396.0,SGP,East Asia & Pacific,High income,Not classified
2009,Singapore,38926.8054365453,81.2414634146342,4987573.0,SGP,East Asia & Pacific,High income,Not classified
2010,Singapore,47236.683084953,81.5414634146342,5076732.0,SGP,East Asia & Pacific,High income,Not classified
2011,Singapore,53891.4570264372,81.7439024390244,5183688.0,SGP,East Asia & Pacific,High income,Not classified
2012,Singapore,55547.5553077786,81.9951219512195,5312437.0,SGP,East Asia & Pacific,High income,Not classified
2013,Singapore,56967.4257940383,82.2463414634147,5399162.0,SGP,East Asia & Pacific,High income,Not classified
2014,Singapore,57564.8023114977,82.4951219512195,5469724.0,SGP,East Asia & Pacific,High income,Not classified
2015,Singapore,55645.6068614606,82.7439024390244,5535002.0,SGP,East Asia & Pacific,High income,Not classified
2016,Singapore,56895.6583127851,82.8463414634146,5607283.0,SGP,East Asia & Pacific,High income,Not classified
2017,Singapore,61164.8973569773,83.0951219512195,5612253.0,SGP,East Asia & Pacific,High income,Not classified
2018,Singapore,66836.521995236,83.2975609756098,5638676.0,SGP,East Asia & Pacific,High income,Not classified
2019,Singapore,66070.4868123062,83.5951219512195,5703569.0,SGP,East Asia & Pacific,High income,Not classified
2020,Singapore,61273.9916594455,84.4658536585366,5685807.0,SGP,East Asia & Pacific,High income,Not classified
2021,Singapore,77710.0892373091,83.4414634146342,5453566.0,SGP,East Asia & Pacific,High income,Not classified
2022,Singapore,82807.6290622897,,5637022.0,SGP,East Asia & Pacific,High income,Not classified
2004,Sint Maarten (Dutch part),,74.24,32488.0,SXM,Latin America & Caribbean ,High income,Not classified
2005,Sint Maarten (Dutch part),,75.542,33011.0,SXM,Latin America & Caribbean ,High income,Not classified
2006,Sint Maarten (Dutch part),,75.926,33441.0,SXM,Latin America & Caribbean ,High income,Not classified
2007,Sint Maarten (Dutch part),,75.417,33811.0,SXM,Latin America & Caribbean ,High income,Not classified
2008,Sint Maarten (Dutch part),,75.742,33964.0,SXM,Latin America & Caribbean ,High income,Not classified
2009,Sint Maarten (Dutch part),,75.441,34238.0,SXM,Latin America & Caribbean ,High income,Not classified
2010,Sint Maarten (Dutch part),,75.132,34056.0,SXM,Latin America & Caribbean ,High income,Not classified
2011,Sint Maarten (Dutch part),27997.2898302635,74.684,33435.0,SXM,Latin America & Caribbean ,High income,Not classified
2012,Sint Maarten (Dutch part),28460.3326151186,74.608,34640.0,SXM,Latin America & Caribbean ,High income,Not classified
2013,Sint Maarten (Dutch part),27942.8805401415,74.917,36607.0,SXM,Latin America & Caribbean ,High income,Not classified
2014,Sint Maarten (Dutch part),36136.699503894,76.773,37685.0,SXM,Latin America & Caribbean ,High income,Not classified
2015,Sint Maarten (Dutch part),36519.9925867513,76.954,38825.0,SXM,Latin America & Caribbean ,High income,Not classified
2016,Sint Maarten (Dutch part),35703.0999494536,76.598,39969.0,SXM,Latin America & Caribbean ,High income,Not classified
2017,Sint Maarten (Dutch part),33351.7065470628,75.03,40574.0,SXM,Latin America & Caribbean ,High income,Not classified
2018,Sint Maarten (Dutch part),30791.0610758219,75.131,40895.0,SXM,Latin America & Caribbean ,High income,Not classified
2019,Sint Maarten (Dutch part),33836.7733501056,75.437,41608.0,SXM,Latin America & Caribbean ,High income,Not classified
2020,Sint Maarten (Dutch part),29223.0696152475,74.584,42310.0,SXM,Latin America & Caribbean ,High income,Not classified
2021,Sint Maarten (Dutch part),31711.6119870909,73.972,42668.0,SXM,Latin America & Caribbean ,High income,Not classified
2022,Sint Maarten (Dutch part),35873.0564894806,,42848.0,SXM,Latin America & Caribbean ,High income,Not classified
2004,Slovak Republic,10691.4465495259,73.9585365853659,5372280.0,SVK,Europe & Central Asia,High income,Not classified
2005,Slovak Republic,11690.1134689407,73.9048780487805,5372807.0,SVK,Europe & Central Asia,High income,Not classified
2006,Slovak Republic,13170.7849804675,74.2048780487805,5373054.0,SVK,Europe & Central Asia,High income,Not classified
2007,Slovak Republic,16106.0604446695,74.2073170731707,5374622.0,SVK,Europe & Central Asia,High income,Not classified
2008,Slovak Republic,18753.5849413816,74.7048780487805,5379233.0,SVK,Europe & Central Asia,High income,Not classified
2009,Slovak Republic,16597.2084581361,74.909756097561,5386406.0,SVK,Europe & Central Asia,High income,Not classified
2010,Slovak Republic,16908.8479564876,75.1121951219512,5391428.0,SVK,Europe & Central Asia,High income,Not classified
2011,Slovak Republic,18509.7402157541,75.9585365853659,5398384.0,SVK,Europe & Central Asia,High income,Not classified
2012,Slovak Republic,17498.3539002594,76.109756097561,5407579.0,SVK,Europe & Central Asia,High income,Not classified
2013,Slovak Republic,18276.0095516546,76.4121951219512,5413393.0,SVK,Europe & Central Asia,High income,Not classified
2014,Slovak Republic,18719.9881409371,76.8121951219512,5418649.0,SVK,Europe & Central Asia,High income,Not classified
2015,Slovak Republic,16390.8821748507,76.5634146341463,5423801.0,SVK,Europe & Central Asia,High income,Not classified
2016,Slovak Republic,16563.4404971229,77.1658536585366,5430798.0,SVK,Europe & Central Asia,High income,Not classified
2017,Slovak Republic,17585.197002257,77.1658536585366,5439232.0,SVK,Europe & Central Asia,High income,Not classified
2018,Slovak Republic,19486.3936845505,77.2658536585366,5446771.0,SVK,Europe & Central Asia,High income,Not classified
2019,Slovak Republic,19381.8905468746,77.6658536585366,5454147.0,SVK,Europe & Central Asia,High income,Not classified
2020,Slovak Republic,19552.0911095911,76.8658536585366,5458827.0,SVK,Europe & Central Asia,High income,Not classified
2021,Slovak Republic,21768.1486708026,74.7146341463415,5447247.0,SVK,Europe & Central Asia,High income,Not classified
2022,Slovak Republic,21256.8084273666,,5431752.0,SVK,Europe & Central Asia,High income,Not classified
2004,Slovenia,17233.1385611279,77.2073170731707,1997012.0,SVN,Europe & Central Asia,High income,Not classified
2005,Slovenia,18098.9085440003,77.6121951219512,2000474.0,SVN,Europe & Central Asia,High income,Not classified
2006,Slovenia,19672.9655554146,78.0865853658537,2006868.0,SVN,Europe & Central Asia,High income,Not classified
2007,Slovenia,23817.8867320201,78.5609756097561,2018122.0,SVN,Europe & Central Asia,High income,Not classified
2008,Slovenia,27595.5999653992,78.7658536585366,2021316.0,SVN,Europe & Central Asia,High income,Not classified
2009,Slovenia,24792.1279805504,78.9707317073171,2039669.0,SVN,Europe & Central Asia,High income,Not classified
2010,Slovenia,23532.4808545468,79.4219512195122,2048583.0,SVN,Europe & Central Asia,High income,Not classified
2011,Slovenia,25128.0150431304,79.9707317073171,2052843.0,SVN,Europe & Central Asia,High income,Not classified
2012,Slovenia,22641.805122503,80.1243902439024,2057159.0,SVN,Europe & Central Asia,High income,Not classified
2013,Slovenia,23503.2824850255,80.3219512195122,2059953.0,SVN,Europe & Central Asia,High income,Not classified
2014,Slovenia,24247.1733184083,81.0780487804878,2061980.0,SVN,Europe & Central Asia,High income,Not classified
2015,Slovenia,20890.1664304173,80.7756097560976,2063531.0,SVN,Europe & Central Asia,High income,Not classified
2016,Slovenia,21678.3594670629,81.1756097560976,2065042.0,SVN,Europe & Central Asia,High income,Not classified
2017,Slovenia,23514.0254604147,81.0292682926829,2066388.0,SVN,Europe & Central Asia,High income,Not classified
2018,Slovenia,26123.7471277911,81.3780487804878,2073894.0,SVN,Europe & Central Asia,High income,Not classified
2019,Slovenia,26042.4463468032,81.5292682926829,2088385.0,SVN,Europe & Central Asia,High income,Not classified
2020,Slovenia,25558.4290544506,80.5317073170732,2102419.0,SVN,Europe & Central Asia,High income,Not classified
2021,Slovenia,29331.0647010043,80.8756097560976,2108079.0,SVN,Europe & Central Asia,High income,Not classified
2022,Slovenia,28439.3340989687,,2111986.0,SVN,Europe & Central Asia,High income,Not classified
2004,Solomon Islands,991.98855103909,67.801,471785.0,SLB,East Asia & Pacific,Lower middle income,IDA
2005,Solomon Islands,1145.86655410897,67.936,482486.0,SLB,East Asia & Pacific,Lower middle income,IDA
2006,Solomon Islands,1250.9538420042,68.09,493430.0,SLB,East Asia & Pacific,Lower middle income,IDA
2007,Solomon Islands,1377.86200603136,67.986,504619.0,SLB,East Asia & Pacific,Lower middle income,IDA
2008,Solomon Islands,1504.52749470466,68.404,516001.0,SLB,East Asia & Pacific,Lower middle income,IDA
2009,Solomon Islands,1526.15990773608,68.466,527833.0,SLB,East Asia & Pacific,Lower middle income,IDA
2010,Solomon Islands,1661.99788468931,68.732,540394.0,SLB,East Asia & Pacific,Lower middle income,IDA
2011,Solomon Islands,1921.35635220457,68.908,553721.0,SLB,East Asia & Pacific,Lower middle income,IDA
2012,Solomon Islands,2087.51788731499,69.084,567763.0,SLB,East Asia & Pacific,Lower middle income,IDA
2013,Solomon Islands,2208.0852835112,69.188,582365.0,SLB,East Asia & Pacific,Lower middle income,IDA
2014,Solomon Islands,2235.7337028278,69.234,597375.0,SLB,East Asia & Pacific,Lower middle income,IDA
2015,Solomon Islands,2134.80541826155,69.583,612660.0,SLB,East Asia & Pacific,Lower middle income,IDA
2016,Solomon Islands,2196.28389055503,69.801,628102.0,SLB,East Asia & Pacific,Lower middle income,IDA
2017,Solomon Islands,2283.57905127379,69.988,643634.0,SLB,East Asia & Pacific,Lower middle income,IDA
